author_name,last_name,first_name,title,birthdate,deathdate,count,fraction_total,
"Colton, Arthur",Colton,Arthur,,1868,1943,8,0.000132336,
"Hayden, Arthur",Hayden,Arthur,,1868,1946,8,0.000132336,
"Comte, Auguste",Comte,Auguste,,1798,1857,8,0.000132336,
"Croce, Benedetto",Croce,Benedetto,,1866,1952,8,0.000132336,
"Kellermann, Bernhard",Kellermann,Bernhard,,1879,1951,8,0.000132336,
"Matthews, Brander",Matthews,Brander,,1852,1929,8,0.000132336,
"Starbäck, C. Georg (Carl Georg)",Starbäck,C. Georg (Carl Georg),,1828,1885,8,0.000132336,
"Kornbluth, C. M. (Cyril M.)",Kornbluth,C. M. (Cyril M.),,1923,1958,8,0.000132336,
"Traill, Catharine Parr Strickland",Traill,Catharine Parr Strickland,,1802,1899,8,0.000132336,
"Greville, Charles",Greville,Charles,,1794,1865,8,0.000132336,
"Brown, Charles Brockden",Brown,Charles Brockden,,1771,1810,8,0.000132336,
"Sylvester, Charles Herbert",Sylvester,Charles Herbert,,no_birthdate,no_deathdate,8,0.000132336,
"Whistler, Charles W. (Charles Watts)",Whistler,Charles W. (Charles Watts),,1856,1913,8,0.000132336,
"Espina, Concha",Espina,Concha,,1869,1955,8,0.000132336,
"Coolidge, Dane",Coolidge,Dane,,1873,1940,8,0.000132336,
"Jordan, David Starr",Jordan,David Starr,,1851,1931,8,0.000132336,
"Dino, Dorothée, duchesse de",de Dino,Dorothée,,1793,1862,8,0.000132336,
"Richardson, Dorothy M. (Dorothy Miller)",Richardson,Dorothy M. (Dorothy Miller),,1873,1957,8,0.000132336,
"Thurston, Edgar",Thurston,Edgar,,1855,1935,8,0.000132336,
"Guest, Edgar A. (Edgar Albert)",Guest,Edgar A. (Edgar Albert),,1881,1959,8,0.000132336,
"Carpenter, Edward",Carpenter,Edward,,1844,1929,8,0.000132336,
"Kellogg, Elijah",Kellogg,Elijah,,1813,1901,8,0.000132336,
"Leslie, Eliza",Leslie,Eliza,,1787,1858,8,0.000132336,
"Gordon, Elizabeth",Gordon,Elizabeth,,1866,1922,8,0.000132336,
"Faguet, Émile",Faguet,Émile,,1847,1916,8,0.000132336,
"Marshall, Emma",Marshall,Emma,,1830,1899,8,0.000132336,
"Renan, Ernest",Renan,Ernest,,1823,1892,8,0.000132336,
"Tomlinson, Everett T. (Everett Titsworth)",Tomlinson,Everett T. (Everett Titsworth),,1859,1931,8,0.000132336,
"Bain, F. W. (Francis William)",Bain,F. W. (Francis William),,1863,1940,8,0.000132336,
"Fern, Fanny",Fern,Fanny,,1811,1872,8,0.000132336,
"Raimund, Ferdinand",Raimund,Ferdinand,,1790,1836,8,0.000132336,
"Gregorovius, Ferdinand",Gregorovius,Ferdinand,,1821,1891,8,0.000132336,
"Kingsley, Florence Morse",Kingsley,Florence Morse,,1859,1937,8,0.000132336,
"Rabelais, François",Rabelais,François,,no_birthdate,no_deathdate,8,0.000132336,
"Fox, Frank",Fox,Frank,,1874,1960,8,0.000132336,
"Spearman, Frank H. (Frank Hamilton)",Spearman,Frank H. (Frank Hamilton),,1859,1937,8,0.000132336,
"Omelka, František",Omelka,František,,1904,1960,8,0.000132336,
"Hamilton, Frederick W. (Frederick William)",Hamilton,Frederick W. (Frederick William),,1860,1940,8,0.000132336,
"Ade, George",Ade,George,,1866,1944,8,0.000132336,
"Griffith, George Chetwynd",Griffith,George Chetwynd,,1857,1906,8,0.000132336,
"Sims, George R.",Sims,George R.,,1847,1922,8,0.000132336,
"Garibaldi, Giuseppe",Garibaldi,Giuseppe,,1807,1882,8,0.000132336,
"More, Hannah",More,Hannah,,1745,1833,8,0.000132336,
"Grove, Harriet Pyne",Grove,Harriet Pyne,,no_birthdate,no_deathdate,8,0.000132336,
"Gordon, Harry",Gordon,Harry,,no_birthdate,no_deathdate,8,0.000132336,
"Slesar, Henry",Slesar,Henry,,1927,2002,8,0.000132336,
"Lea, Henry Charles",Lea,Henry Charles,,1825,1909,8,0.000132336,
"Giles, Herbert Allen",Giles,Herbert Allen,,1845,1935,8,0.000132336,
"Jenkins, Herbert George",Jenkins,Herbert George,,1876,1923,8,0.000132336,
"Löns, Hermann",Löns,Hermann,,1866,1914,8,0.000132336,
"Vachell, Horace Annesley",Vachell,Horace Annesley,,1861,1955,8,0.000132336,
"Bancroft, Hubert Howe",Bancroft,Hubert Howe,,1832,1918,8,0.000132336,
"Saint-Elme, Ida",Saint-Elme,Ida,,1778,1845,8,0.000132336,
"Saint-Victor, J. B. de (Jacques-Benjamin)",Saint-Victor,J. B. de (Jacques-Benjamin),,1772,1858,8,0.000132336,
"Merle d'Aubigné, J. H. (Jean Henri)",Merle d'Aubigné,J. H. (Jean Henri),,1794,1872,8,0.000132336,
"Synge, J. M. (John Millington)",Synge,J. M. (John Millington),,1871,1909,8,0.000132336,
"Clouston, J. Storer (Joseph Storer)",Clouston,J. Storer (Joseph Storer),,1870,1944,8,0.000132336,
"Lennep, J. van (Jacob)",Lennep,J. van (Jacob),,1802,1868,8,0.000132336,
"Huysmans, J.-K. (Joris-Karl)",Huysmans,J.-K. (Joris-Karl),,1848,1907,8,0.000132336,
"Lenz, Jakob Michael Reinhold",Lenz,Jakob Michael Reinhold,,1751,1792,8,0.000132336,
"Kara, Jalmari",Kara,Jalmari,,1890,1936,8,0.000132336,
"Joyce, James",Joyce,James,,1882,1941,8,0.000132336,
"Stephens, James",Stephens,James,,1882,1950,8,0.000132336,
"Fryer, Jane Eayre",Fryer,Jane Eayre,,1876,no_deathdate,8,0.000132336,
"Stewart, Jane L.",Stewart,Jane L.,,no_birthdate,no_deathdate,8,0.000132336,
"Lee, Jennette",Lee,Jennette,,1860,1951,8,0.000132336,
"Hurlbut, Jesse Lyman",Hurlbut,Jesse Lyman,,1843,1930,8,0.000132336,
"Wu, Jianren",Wu,Jianren,,1866,1910,8,0.000132336,
"Miller, Joaquin",Miller,Joaquin,,1837,1913,8,0.000132336,
"Keats, John",Keats,John,,1795,1821,8,0.000132336,
"Oxenham, John",Oxenham,John,,1852,1941,8,0.000132336,
"McCarthy, Justin",McCarthy,Justin,,1830,1912,8,0.000132336,
"Gummerus, K. J. (Kaarle Jaakko)",Gummerus,K. J. (Kaarle Jaakko),,1840,1898,8,0.000132336,
"May, Karl",May,Karl,,1842,1912,8,0.000132336,
"Stecher, L. J., Jr.",Stecher Jr.,L. J.,,1918,1988,8,0.000132336,
"Gregory, Lady",Gregory,Lady,,1852,1932,8,0.000132336,
"Wallace, Lew",Wallace,Lew,,1827,1905,8,0.000132336,
"Freeman, Lewis R. (Lewis Ransome)",Freeman,Lewis R. (Lewis Ransome),,1878,1960,8,0.000132336,
"Garis, Lilian",Garis,Lilian,,1873,1954,8,0.000132336,
"Muratori, Lodovico Antonio",Muratori,Lodovico Antonio,,1672,1750,8,0.000132336,
"Figuier, Louis",Figuier,Louis,,1819,1894,8,0.000132336,
"Creswicke, Louis",Creswicke,Louis,,no_birthdate,no_deathdate,8,0.000132336,
"Madison, Lucy Foster",Madison,Lucy Foster,,1865,1932,8,0.000132336,
"Halévy, Ludovic",Halévy,Ludovic,,1834,1908,8,0.000132336,
"Child, Lydia Maria",Child,Lydia Maria,,1802,1880,8,0.000132336,
"Talvio, Maila",Talvio,Maila,,1871,1951,8,0.000132336,
"Fernández y González, Manuel",Fernández y González,Manuel,,1821,1888,8,0.000132336,
"Bocage, Manuel Maria Barbosa du",Bocage,Manuel Maria Barbosa du,,1765,1805,8,0.000132336,
"Taggart, Marion Ames",Taggart,Marion Ames,,1866,1945,8,0.000132336,
"Clifton, Mark",Clifton,Mark,,1906,1963,8,0.000132336,
"Wollstonecraft, Mary",Wollstonecraft,Mary,,1759,1797,8,0.000132336,
"Parmele, Mary Platt",Parmele,Mary Platt,,1843,1911,8,0.000132336,
"Andrews, Mary Raymond Shipman",Andrews,Mary Raymond Shipman,,1860,1936,8,0.000132336,
"Arnold, Matthew",Arnold,Matthew,,1822,1888,8,0.000132336,
"Baring, Maurice",Baring,Maurice,,1874,1945,8,0.000132336,
"Unamuno, Miguel de",Unamuno,Miguel de,,1864,1936,8,0.000132336,
"Sheldon, Georgie, Mrs.",Sheldon,Georgie,Mrs,1843,1926,8,0.000132336,
"Colum, Padraic",Colum,Padraic,,1881,1972,8,0.000132336,
"Du Chaillu, Paul B. (Paul Belloni)",Du Chaillu,Paul B. (Paul Belloni),,1835,1903,8,0.000132336,
"Calderón de la Barca, Pedro",Calderón de la Barca,Pedro,,1600,1681,8,0.000132336,
"Gibbs, Philip",Gibbs,Philip,,1877,1962,8,0.000132336,
"Louÿs, Pierre",Louÿs,Pierre,,1870,1925,8,0.000132336,
"Marguerite, Queen, consort of Henry II, King of Navarre",de Navarre,Queen Marguerite,,1492,1549,8,0.000132336,
"Allen, Quincy",Allen,Quincy,,no_birthdate,no_deathdate,8,0.000132336,
"Caldecott, Randolph",Caldecott,Randolph,,1846,1886,8,0.000132336,
"Cummings, Ray",Cummings,Ray,,1887,1957,8,0.000132336,
"Gallun, Raymond Z.",Gallun,Raymond Z.,,1911,1994,8,0.000132336,
"Huch, Ricarda",Huch,Ricarda,,1864,1947,8,0.000132336,
"Proctor, Richard A. (Richard Anthony)",Proctor,Richard A. (Richard Anthony),,1837,1888,8,0.000132336,
"Leighton, Robert",Leighton,Robert,,1859,1934,8,0.000132336,
"Frost, Robert",Frost,Robert,,1874,1963,8,0.000132336,
"Macaulay, Rose",Macaulay,Rose,,1881,1958,8,0.000132336,
"Pina, Rui de",Pina,Rui de,,1440,1521,8,0.000132336,
"Thompson, Ruth Plumly",Thompson,Ruth Plumly,,1893,1976,8,0.000132336,
"Gordon, S. D. (Samuel Dickey)",Gordon,S. D. (Samuel Dickey),,1859,1936,8,0.000132336,
"Lima, S. de Magalhães (Sebastião de Magalhães)",Lima,S. de Magalhães (Sebastião de Magalhães),,1850,1928,8,0.000132336,
"Baker, Samuel White, Sir",Baker,Samuel White,,1821,1893,8,0.000132336,
"Bolton, Sarah Knowles",Bolton,Sarah Knowles,,1841,1916,8,0.000132336,
"Hedin, Sven Anders",Hedin,Sven Anders,,1865,1952,8,0.000132336,
"Anderson, Sydney",Anderson,Sydney,,1927,no_deathdate,8,0.000132336,
"Hains, T. Jenkins (Thornton Jenkins)",Hains,T. Jenkins (Thornton Jenkins),,1866,no_deathdate,8,0.000132336,
"Crosland, T. W. H. (Thomas William Hodgson)",Crosland,T. W. H. (Thomas William Hodgson),,1865,1924,8,0.000132336,
"Fontane, Theodor",Fontane,Theodor,,1819,1898,8,0.000132336,
"Paine, Thomas",Paine,Thomas,,1737,1809,8,0.000132336,
"Clarkson, Thomas",Clarkson,Thomas,,1760,1846,8,0.000132336,
"Bulfinch, Thomas",Bulfinch,Thomas,,1796,1867,8,0.000132336,
"Hanshew, Thomas W.",Hanshew,Thomas W.,,1857,1914,8,0.000132336,
"Godwin, Tom",Godwin,Tom,,1915,1980,8,0.000132336,
"Benedictsson, Victoria",Benedictsson,Victoria,,1850,1888,8,0.000132336,
"Adams, W. H. Davenport (William Henry Davenport)",Adams,W. H. Davenport (William Henry Davenport),,1828,1891,8,0.000132336,
"Fowler, W. Warde (William Warde)",Fowler,W. Warde (William Warde),,1847,1921,8,0.000132336,
"Cassels, Walter Richard",Cassels,Walter Richard,,1826,1907,8,0.000132336,
"Baker, Willard F.",Baker,Willard F.,,no_birthdate,no_deathdate,8,0.000132336,
"Sharp, William",Sharp,William,,1855,1905,8,0.000132336,
"Griffis, William Elliot",Griffis,William Elliot,,1843,1928,8,0.000132336,
"McGuffey, William Holmes",McGuffey,William Holmes,,1800,1873,8,0.000132336,
Thucydides,,Thucydides,,460 BC,395 BC,8,0.000132336,
Confucius,,Confucius,,551 BC,479 BC,8,0.000132336,
"Harding, A. R. (Arthur Robert)",Harding,A. R. (Arthur Robert),,1871,1930,7,0.000115794,
"Brown, Abbie Farwell",Brown,Abbie Farwell,,1871,1927,7,0.000115794,
"Oehlenschläger, Adam",Oehlenschläger,Adam,,1779,1850,7,0.000115794,
"Beard, Adelia B. (Adelia Belle)",Beard,Adelia B. (Adelia Belle),,1857,1920,7,0.000115794,
"Terhune, Albert Payson",Terhune,Albert Payson,,1872,1942,7,0.000115794,
"Jacobs, Aletta H. (Aletta Henriette)",Jacobs,Aletta H. (Aletta Henriette),,1854,1929,7,0.000115794,
"Whyte, Alexander",Whyte,Alexander,,1836,1921,7,0.000115794,
"Coppel, Alfred",Coppel,Alfred,,1921,2004,7,0.000115794,
"Budrys, Algis",Budrys,Algis,,1931,2008,7,0.000115794,
"Miller, Alice Duer",Miller,Alice Duer,,1874,1942,7,0.000115794,
"Curtis, Alice Turner",Curtis,Alice Turner,,1860,1958,7,0.000115794,
"Pinkerton, Allan",Pinkerton,Allan,,1819,1884,7,0.000115794,
"White, Andrew Dickson",White,Andrew Dickson,,1832,1918,7,0.000115794,
"Manning, Anne",Manning,Anne,,1807,1879,7,0.000115794,
"Savary, Anne-Jean-Marie-René, duc de Rovigo",Savary,Anne-Jean-Marie-René,,1774,1833,7,0.000115794,
"Kolb, Annette",Kolb,Annette,,1870,1967,7,0.000115794,
"Carr, Annie Roe",Carr,Annie Roe,,no_birthdate,no_deathdate,7,0.000115794,
"Behn, Aphra",Behn,Aphra,,1640,1689,7,0.000115794,
"Ransome, Arthur",Ransome,Arthur,,1884,1967,7,0.000115794,
"Järventaus, Arvi",Järventaus,Arvi,,1883,1939,7,0.000115794,
"Villiers de L'Isle-Adam, Auguste, comte de",Villiers de L'Isle-Adam,Auguste,,1838,1889,7,0.000115794,
"Ames, Azel",Ames,Azel,,1845,1908,7,0.000115794,
"Casas, Bartolomé de las",Casas,Bartolomé de las,,1484,1566,7,0.000115794,
"Serrano, Bento",Serrano,Bento,,no_birthdate,no_deathdate,7,0.000115794,
"Salignac, Bertrand de, seigneur de La Mothe-Fénelon, active 16th century",de Salignac,Bertrand,,active 16th century,no_deathdate,7,0.000115794,
"Sinclair, Bertrand W.",Sinclair,Bertrand W.,,1881,1972,7,0.000115794,
"Cable, Boyd",Cable,Boyd,,1878,1943,7,0.000115794,
"Rockwell, Carey",Rockwell,Carey,,no_birthdate,no_deathdate,7,0.000115794,
"Cantù, Cesare",Cantù,Cesare,,1804,1895,7,0.000115794,
"Nodier, Charles",Nodier,Charles,,1780,1844,7,0.000115794,
"Lanman, Charles",Lanman,Charles,,1819,1895,7,0.000115794,
"Bernard, Charles de",Bernard,Charles de,,1804,1850,7,0.000115794,
"Graves, Charles L. (Charles Larcom)",Graves,Charles L. (Charles Larcom),,1856,1944,7,0.000115794,
"Talleyrand-Périgord, Charles Maurice de, prince de Bénévent",Talleyrand-Périgord,Charles Maurice de,,1754,1838,7,0.000115794,
"Bury, Charlotte Campbell, Lady",Bury,Charlotte Campbell,,1775,1861,7,0.000115794,
"Orléans, Charlotte-Elisabeth, duchesse d'",d'Orléans,Charlotte-Elisabeth,,1652,1722,7,0.000115794,
"Coleridge, Christabel R. (Christabel Rose)",Coleridge,Christabel R. (Christabel Rose),,1843,1921,7,0.000115794,
"Schmid, Christoph von",Schmid,Christoph von,,1768,1854,7,0.000115794,
"Pierson, Clara Dillingham",Pierson,Clara Dillingham,,no_birthdate,no_deathdate,7,0.000115794,
"Leonardo, da Vinci",Leonardo,da Vinci,,1452,1519,7,0.000115794,
"Dryfoos, Dave",Dryfoos,Dave,,1915,2003,7,0.000115794,
"Dewar, Douglas",Dewar,Douglas,,1875,1957,7,0.000115794,
"Elmendorf, Dwight L. (Dwight Lathrop)",Elmendorf,Dwight L. (Dwight Lathrop),,1859,1929,7,0.000115794,
"Budge, E. A. Wallis (Ernest Alfred Wallis), Sir",Budge,E. A. Wallis (Ernest Alfred Wallis),,1857,1934,7,0.000115794,
"Knight, E. F. (Edward Frederick)",Knight,E. F. (Edward Frederick),,1852,1925,7,0.000115794,
"Johnson, E. Pauline",Johnson,E. Pauline,,1861,1913,7,0.000115794,
"Spenser, Edmund",Spenser,Edmund,,1551,1599,7,0.000115794,
"Lyall, Edna",Lyall,Edna,,1857,1903,7,0.000115794,
"Millay, Edna St. Vincent",Millay,Edna St. Vincent,,1892,1950,7,0.000115794,
"Hungerford, Edward",Hungerford,Edward,,1875,1948,7,0.000115794,
"Williams, Edward Huntington",Williams,Edward Huntington,,1868,1944,7,0.000115794,
"Ludwig, Edward W.",Ludwig,Edward W.,,1920,1990,7,0.000115794,
"Abbott, Edwin Abbott",Abbott,Edwin Abbott,,1838,1926,7,0.000115794,
"Castle, Egerton",Castle,Egerton,,1858,1920,7,0.000115794,
"Robins, Elizabeth",Robins,Elizabeth,,1862,1952,7,0.000115794,
"Key, Ellen",Key,Ellen,,1849,1926,7,0.000115794,
"Swedenborg, Emanuel",Swedenborg,Emanuel,,1688,1772,7,0.000115794,
"Daudet, Ernest",Daudet,Ernest,,1837,1921,7,0.000115794,
"Bramah, Ernest",Bramah,Ernest,,1867,1942,7,0.000115794,
"Tappan, Eva March",Tappan,Eva March,,1854,1930,7,0.000115794,
"Jahnsson, Evald Ferdinand",Jahnsson,Evald Ferdinand,,1844,1895,7,0.000115794,
"Cole, Everett B.",Cole,Everett B.,,1918,1977,7,0.000115794,
"Adams, F. Colburn (Francis Colburn)",Adams,F. Colburn (Francis Colburn),,no_birthdate,no_deathdate,7,0.000115794,
"Young, F. E. Mills (Florence Ethel Mills)",Young,F. E. Mills (Florence Ethel Mills),,1875,no_deathdate,7,0.000115794,
"Josephus, Flavius",Josephus,Flavius,,37,no_deathdate,7,0.000115794,
"Nightingale, Florence",Nightingale,Florence,,1820,1920,7,0.000115794,
"Trollope, Frances Milton",Trollope,Frances Milton,,1780,1863,7,0.000115794,
"Thompson, Francis",Thompson,Francis,,1859,1907,7,0.000115794,
"Crastre, François",Crastre,François,,no_birthdate,no_deathdate,7,0.000115794,
"Long, Frank Belknap",Long,Frank Belknap,,1903,1994,7,0.000115794,
"Douglass, Frederick",Douglass,Frederick,,1818,1895,7,0.000115794,
"Palmer, Frederick",Palmer,Frederick,,1873,1958,7,0.000115794,
"Farrow, G. E. (George Edward)",Farrow,G. E. (George Edward),,1866,no_deathdate,7,0.000115794,
"Ferris, George T. (George Titus)",Ferris,George T. (George Titus),,1840,no_deathdate,7,0.000115794,
"Russell, George William",Russell,George William,,1867,1935,7,0.000115794,
"Breckenridge, Gerald",Breckenridge,Gerald,,no_birthdate,1964,7,0.000115794,
"Morrison, Gertrude W.",Morrison,Gertrude W.,,no_birthdate,no_deathdate,7,0.000115794,
"Smith, Goldwin",Smith,Goldwin,,1823,1910,7,0.000115794,
"Keller, Gottfried",Keller,Gottfried,,1819,1890,7,0.000115794,
"Morris, Gouverneur",Morris,Gouverneur,,1876,1953,7,0.000115794,
"Carryl, Guy Wetmore",Carryl,Guy Wetmore,,1873,1904,7,0.000115794,
"Bunner, H. C. (Henry Cuyler)",Bunner,H. C. (Henry Cuyler),,1855,1896,7,0.000115794,
"Gold, H. L. (Horace Leonard)",Gold,H. L. (Horace Leonard),,1914,1996,7,0.000115794,
"Blavatsky, H. P. (Helena Petrovna)",Blavatsky,H. P. (Helena Petrovna),,1831,1891,7,0.000115794,
"Chaplin, Heman White",Chaplin,Heman White,,1847,1924,7,0.000115794,
"Drummond, Henry",Drummond,Henry,,1851,1897,7,0.000115794,
"Wheatley, Henry B. (Henry Benjamin)",Wheatley,Henry B. (Henry Benjamin),,1838,1917,7,0.000115794,
"Brooks, Henry M. (Henry Mason)",Brooks,Henry M. (Henry Mason),,1822,1898,7,0.000115794,
"Williams, Henry Smith",Williams,Henry Smith,,1863,1943,7,0.000115794,
"Phillips, Henry Wallace",Phillips,Henry Wallace,,1869,1930,7,0.000115794,
"Boyesen, Hjalmar Hjorth",Boyesen,Hjalmar Hjorth,,1848,1895,7,0.000115794,
"Morrow, Honoré",Morrow,Honoré,,1880,1940,7,0.000115794,
"Beresford, J. D. (John Davys)",Beresford,J. D. (John Davys),,1873,1947,7,0.000115794,
"Trowbridge, J. T. (John Townsend)",Trowbridge,J. T. (John Townsend),,1827,1916,7,0.000115794,
"Champagnac, J.-B.-J. (Jean-Baptiste-Joseph)",Champagnac,J.-B.-J. (Jean-Baptiste-Joseph),,1796,1858,7,0.000115794,
"Benavente, Jacinto",Benavente,Jacinto,,1866,1954,7,0.000115794,
"Picón, Jacinto Octavio",Picón,Jacinto Octavio,,1852,1923,7,0.000115794,
"Cook, James",Cook,James,,1728,1779,7,0.000115794,
"Hogg, James",Hogg,James,,1770,1835,7,0.000115794,
"McKimmey, James",McKimmey,James,,1923,2011,7,0.000115794,
"Connolly, James B. (James Brendan)",Connolly,James B. (James Brendan),,1868,1957,7,0.000115794,
"Talmage, James E. (James Edward)",Talmage,James E. (James Edward),,1862,1933,7,0.000115794,
"Marks, Jeannette Augustus",Marks,Jeannette Augustus,,1875,1964,7,0.000115794,
"Cook, Joel",Cook,Joel,,1842,1910,7,0.000115794,
"Wyss, Johann David",Wyss,Johann David,,1743,1818,7,0.000115794,
"Häyhä, Johannes",Häyhä,Johannes,,1839,1913,7,0.000115794,
"Marshall, John",Marshall,John,,1755,1835,7,0.000115794,
"Galt, John",Galt,John,,1779,1839,7,0.000115794,
"Leech, John",Leech,John,,1817,1864,7,0.000115794,
"Spargo, John",Spargo,John,,1876,1966,7,0.000115794,
"Powell, John Wesley",Powell,John Wesley,,1834,1902,7,0.000115794,
"Smith, Joseph, Jr.",Smith Jr.,Joseph,,1805,1844,7,0.000115794,
"McCabe, Joseph",McCabe,Joseph,,1867,1955,7,0.000115794,
"Siljo, Juhani",Siljo,Juhani,,1888,1918,7,0.000115794,
"MacLean, Katherine",MacLean,Katherine,,1925,no_deathdate,7,0.000115794,
"Lehtimäki, Konrad",Lehtimäki,Konrad,,1883,1937,7,0.000115794,
"Shen, Kuo",Shen,Kuo,,1031,1095,7,0.000115794,
"Bailey, L. H. (Liberty Hyde)",Bailey,L. H. (Liberty Hyde),,1858,1954,7,0.000115794,
"Merrick, Leonard",Merrick,Leonard,,1864,1939,7,0.000115794,
"Schefer, Leopold",Schefer,Leopold,,1784,1862,7,0.000115794,
"Sacher-Masoch, Leopold, Ritter von",von Sacher-Masoch,Leopold Ritter,,1835,1895,7,0.000115794,
"Wingfield, Lewis",Wingfield,Lewis,,1842,1891,7,0.000115794,
"Beard, Lina",Beard,Lina,,no_birthdate,1933,7,0.000115794,
"Arundel, Louis",Arundel,Louis,,no_birthdate,no_deathdate,7,0.000115794,
"Thoma, Ludwig",Thoma,Ludwig,,1867,1921,7,0.000115794,
"Pirandello, Luigi",Pirandello,Luigi,,1867,1936,7,0.000115794,
"Sheldon, Lurana",Sheldon,Lurana,,1862,1945,7,0.000115794,
"Spooner, Lysander",Spooner,Lysander,,1808,1887,7,0.000115794,
"Oblinger, M. M. (Milo Milton)",Oblinger,M. M. (Milo Milton),,1900,no_deathdate,7,0.000115794,
"James, M. R. (Montague Rhodes)",James,M. R. (Montague Rhodes),,1862,1936,7,0.000115794,
"Smith, Mabell S. C. (Mabell Shippie Clarke)",Smith,Mabell S. C. (Mabell Shippie Clarke),,1864,1942,7,0.000115794,
"La Fayette, Madame de (Marie-Madeleine Pioche de La Vergne)",La Fayette,Madame de (Marie-Madeleine Pioche de La Vergne),,1634,1693,7,0.000115794,
"Schwob, Marcel",Schwob,Marcel,,1867,1905,7,0.000115794,
"Sanger, Margaret",Sanger,Margaret,,1879,1966,7,0.000115794,
"Parloa, Maria",Parloa,Maria,,1843,1909,7,0.000115794,
"Hume, Martin A. S. (Martin Andrew Sharp)",Hume,Martin A. S. (Martin Andrew Sharp),,1847,1910,7,0.000115794,
"Tupper, Martin Farquhar",Tupper,Martin Farquhar,,1810,1889,7,0.000115794,
"Rosendal, Mauno",Rosendal,Mauno,,1848,1917,7,0.000115794,
"Robespierre, Maximilien",Robespierre,Maximilien,,1758,1794,7,0.000115794,
"Shaara, Michael",Shaara,Michael,,1928,1988,7,0.000115794,
"Glass, Montague",Glass,Montague,,1877,1934,7,0.000115794,
"Alexander, Mrs.",Alexander,,Mrs,1825,1902,7,0.000115794,
"McClung, Nellie L.",McClung,Nellie L.,,1873,1951,7,0.000115794,
"Hillis, Newell Dwight",Hillis,Newell Dwight,,1858,1929,7,0.000115794,
"Ditchfield, P. H. (Peter Hampson)",Ditchfield,P. H. (Peter Hampson),,1854,1930,7,0.000115794,
"Fillmore, Parker",Fillmore,Parker,,1878,1944,7,0.000115794,
"MacGill, Patrick",MacGill,Patrick,,1890,1963,7,0.000115794,
"Thureau-Dangin, Paul",Thureau-Dangin,Paul,,1837,1913,7,0.000115794,
"Ernst, Paul",Ernst,Paul,,1899,1985,7,0.000115794,
"Rosegger, Peter",Rosegger,Peter,,1843,1918,7,0.000115794,
"Asbjørnsen, Peter Christen",Asbjørnsen,Peter Christen,,1812,1885,7,0.000115794,
"Marguerite, Queen, consort of Henry IV, King of France",de Velois,Queen Marguerite,,1553,1615,7,0.000115794,
"Freeman, R. Austin (Richard Austin)",Freeman,R. Austin (Richard Austin),,1862,1943,7,0.000115794,
"Wilson, Richard",Wilson,Richard,,1920,1987,7,0.000115794,
"Seymour, Robert",Seymour,Robert,,1798,1836,7,0.000115794,
"Graves, Robert",Graves,Robert,,1895,1985,7,0.000115794,
"Shea, Robert",Shea,Robert,,1933,1994,7,0.000115794,
"Silverberg, Robert",Silverberg,Robert,,1935,no_deathdate,7,0.000115794,
"Bennet, Robert Ames",Bennet,Robert Ames,,1870,1954,7,0.000115794,
"Kay, Ross",Kay,Ross,,no_birthdate,no_deathdate,7,0.000115794,
