author_name,first_name,last_name,title,count,eebo_total,estc_total,open-syllabus_total,ota_total,project-gutenberg_total
Molly Bang,Molly,Bang,,202,,,0.000556,,
Seamus Deane,Seamus,Deane,,202,,,0.000556,,
Mary Eagleton,Mary,Eagleton,,202,,,0.000556,,
Linda Elder,Linda,Elder,,202,,,0.000556,,
Norman Fairclough,Norman,Fairclough,,202,,,0.000556,,
Barbara Kiefer Lewalski,Barbara Kiefer,Lewalski,,202,,,0.000556,,
Christopher Smart,Christopher,Smart,,202,,,0.000556,,
Brian Wilkie,Brian,Wilkie,,202,,,0.000556,,
Alexander Hamilton,Alexander,Hamilton,,201,,,0.000554,,
George Herbert,George,Herbert,,201,,,0.000554,,
Ros King,Ros,King,,201,,,0.000554,,
James Monaco,James,Monaco,,201,,,0.000554,,
Douglas Coupland,Douglas,Coupland,,200,,,0.000551,,
S.øren Kierkegaard,Søren,Kierkegaard,,200,,,0.000551,,
John McRae,John,McRae,,200,,,0.000551,,
John William Polidori,John William,Polidori,,200,,,0.000551,,
Peter Carey,Peter,Carey,,199,,,0.000548,,
Virginia P. Clark,Virginia P,Clark,,199,,,0.000548,,
Mark Connelly,Mark,Connelly,,199,,,0.000548,,
Robert Funk,Robert,Funk,,199,,,0.000548,,
Diana George,Diana,George,,199,,,0.000548,,
Lisa Jardine,Lisa,Jardine,,199,,,0.000548,,
Arthur F. Kinney,Arthur F,Kinney,,199,,,0.000548,,
Jago Morrison,Jago,Morrison,,199,,,0.000548,,
Ann Petry,Ann,Petry,,199,,,0.000548,,
Mary Louise Pratt,Mary Louise,Pratt,,199,,,0.000548,,
Claude Julien Rawson,Claude Julien,Rawson,,199,,,0.000548,,
William A. Sabin,William A,Sabin,,199,,,0.000548,,
M. Neil Browne,M Neil,Browne,,198,,,0.000545,,
Yukio Mishima,Yukio,Mishima,,198,,,0.000545,,
Eugene Gladstone O.'Neill,Eugene Gladstone,O'Neill,,198,,,0.000545,,
Ngugi Wa Thiong'o.,Ngugi Wa,Thiong'o,,198,,,0.000545,,
Frederick Jackson Turner,Frederick Jackson,Turner,,198,,,0.000545,,
Ama Ata Aidoo,Ama Ata,Aidoo,,197,,,0.000543,,
James Chandler,James,Chandler,,197,,,0.000543,,
Michelle Cliff,Michelle,Cliff,,197,,,0.000543,,
Anita Desai,Anita,Desai,,197,,,0.000543,,
Sonja K. Foss,Sonja K,Foss,,197,,,0.000543,,
Lawrence Grossberg,Lawrence,Grossberg,,197,,,0.000543,,
Eugène Ionesco,Eugène,Ionesco,,197,,,0.000543,,
Wendy Martin,Wendy,Martin,,197,,,0.000543,,
James Shapiro,James,Shapiro,,197,,,0.000543,,
Brian Vickers,Brian,Vickers,,197,,,0.000543,,
Alexander Walker,Alexander,Walker,,197,,,0.000543,,
Joel Coen,Joel,Coen,,196,,,0.00054,,
Martin Davies,Martin,Davies,,196,,,0.00054,,
Benjamin Disraeli,Benjamin,Disraeli,,196,,,0.00054,,
Sam Dragga,Sam,Dragga,,196,,,0.00054,,
John Drakakis,John,Drakakis,,196,,,0.00054,,
Greg Garrard,Greg,Garrard,,196,,,0.00054,,
M. A. K. Halliday,M. A. K.,Halliday,,196,,,0.00054,,
Frank Miller,Frank,Miller,,196,,,0.00054,,
John Muir,John,Muir,,196,,,0.00054,,
Joe Sacco,Joe,Sacco,,196,,,0.00054,,
John McPhee,John,McPhee,,195,,,0.000537,,
Jennifer A. Moon,Jennifer A,Moon,,195,,,0.000537,,
Ntozake Shange,Ntozake,Shange,,195,,,0.000537,,
Marita Sturken,Marita,Sturken,,195,,,0.000537,,
James Thomas,James,Thomas,,195,,,0.000537,,
Frances Ellen Watkins Harper,Frances Ellen,Watkins Harper,,195,,,0.000537,,
Gorgias,Gorgias,,,195,,,0.000537,,
Plutarch,Plutarch,,,195,,,0.000537,,
Vālmīki,Vālmīki,,,195,,,0.000537,,
Judy Blume,Judy,Blume,,194,,,0.000534,,
Kamau Brathwaite,Kamau,Brathwaite,,194,,,0.000534,,
Donald Hall,Donald,Hall,,194,,,0.000534,,
Lyn Hejinian,Lyn,Hejinian,,194,,,0.000534,,
Rosemary Jackson,Rosemary,Jackson,,194,,,0.000534,,
R. M. Liuzza,R M,Liuzza,,194,,,0.000534,,
A. A. Milne,A A,Milne,,194,,,0.000534,,
Sean O.'Casey,Sean,O'Casey,,194,,,0.000534,,
Donald E. Pease,Donald E,Pease,,194,,,0.000534,,
James H. Pickering,James H,Pickering,,194,,,0.000534,,
Arthur Rimbaud,Arthur,Rimbaud,,194,,,0.000534,,
Ruth Robbins,Ruth,Robbins,,194,,,0.000534,,
Adam Roberts,Adam,Roberts,,194,,,0.000534,,
James S. Shapiro,James S,Shapiro,,194,,,0.000534,,
Kathy Acker,Kathy,Acker,,193,,,0.000532,,
John Sheridan Biays,John Sheridan,Biays,,193,,,0.000532,,
Patrick Branwell Bronte,Patrick Branwell,Bronte,,193,,,0.000532,,
Jacques Lacan,Jacques,Lacan,,193,,,0.000532,,
Charles Lamb,Charles,Lamb,,193,,,0.000532,,
Edward Lear,Edward,Lear,,193,,,0.000532,,
Sally Ledger,Sally,Ledger,,193,,,0.000532,,
George MacDonald,George,MacDonald,,193,,,0.000532,,
A. LaVonne Brown Ruoff,A. LaVonne Brown,Ruoff,,193,,,0.000532,,
Pam Muñoz Ryan,Pam Muñoz,Ryan,,193,,,0.000532,,
Carol Wershoven,Carol,Wershoven,,193,,,0.000532,,
Fred D. White,Fred D,White,,193,,,0.000532,,
Mike Davis,Mike,Davis,,192,,,0.000529,,
David Finkelstein,David,Finkelstein,,192,,,0.000529,,
Franklin Foer,Franklin,Foer,,192,,,0.000529,,
Maxine Hairston,Maxine,Hairston,,192,,,0.000529,,
Luce Irigaray,Luce,Irigaray,,192,,,0.000529,,
Richard J. Lane,Richard J,Lane,,192,,,0.000529,,
Richard L. Coe Theater Programs Collection (Library of Congress,Richard L. Coe Theater Programs Collection,Library of Congress,,192,,,0.000529,,
Phyllis Rackin,Phyllis,Rackin,,192,,,0.000529,,
Peter Roach,Peter,Roach,,192,,,0.000529,,
Aleksandr Isaevich Solzhenitsyn,Aleksandr Isaevich,Solzhenitsyn,,192,,,0.000529,,
William Apess,William,Apess,,191,,,0.000526,,
Elizabeth Cary,Elizabeth,Cary,,191,,,0.000526,,
Roddy Doyle,Roddy,Doyle,,191,,,0.000526,,
Robert S. Miola,Robert S,Miola,,191,,,0.000526,,
Marjorie Hope Nicolson,Marjorie Hope,Nicolson,,191,,,0.000526,,
Lorna Sage,Lorna,Sage,,191,,,0.000526,,
Nicholas Delbanco,Nicholas,Delbanco,,190,,,0.000523,,
Rita Felski,Rita,Felski,,190,,,0.000523,,
D. W. Griffith,D W,Griffith,,190,,,0.000523,,
Bill McKibben,Bill,McKibben,,190,,,0.000523,,
Patricia A. Parker,Patricia A,Parker,,190,,,0.000523,,
William S. Pfeiffer,William S,Pfeiffer,,190,,,0.000523,,
Richard Wilbur,Richard,Wilbur,,190,,,0.000523,,
Julia Briggs,Julia,Briggs,,189,,,0.000521,,
Ronald F. Lunsford,Ronald F,Lunsford,,189,,,0.000521,,
Kjell Erik Rudestam,Kjell Erik,Rudestam,,189,,,0.000521,,
Vincent Ryan Ruggiero,Vincent Ryan,Ruggiero,,189,,,0.000521,,
Randall Stevenson,Randall,Stevenson,,189,,,0.000521,,
Chris Ware,Chris,Ware,,189,,,0.000521,,
Imelda Whelehan,Imelda,Whelehan,,189,,,0.000521,,
James Agee,James,Agee,,188,,,0.000518,,
Charles Laurence Barber,Charles Laurence,Barber,,188,,,0.000518,,
William E. Cain,William E,Cain,,188,,,0.000518,,
H. B. Charlton,H B,Charlton,,188,,,0.000518,,
James Clifford,James,Clifford,,188,,,0.000518,,
Joy Davidman,Joy,Davidman,,188,,,0.000518,,
Sue Drew,Sue,Drew,,188,,,0.000518,,
Marjorie B. Garber,Marjorie B,Garber,,188,,,0.000518,,
Martin Hallett,Martin,Hallett,,188,,,0.000518,,
Barbara Karasek,Barbara,Karasek,,188,,,0.000518,,
Lucy Newlyn,Lucy,Newlyn,,188,,,0.000518,,
Millicent E. Poole,Millicent E,Poole,,188,,,0.000518,,
Rosie Bingham,Rosie,Bingham,,187,,,0.000515,,
Eliza A. Comodromos,Eliza A,Comodromos,,187,,,0.000515,,
William Cronon,William,Cronon,,187,,,0.000515,,
Margaret Anne Doody,Margaret Anne,Doody,,187,,,0.000515,,
Carol Ann Duffy,Carol Ann,Duffy,,187,,,0.000515,,
Juliet Dusinberre,Juliet,Dusinberre,,187,,,0.000515,,
Ha Jin,Ha,Jin,,187,,,0.000515,,
Joy Kogawa,Joy,Kogawa,,187,,,0.000515,,
Walter Benn Michaels,Walter Benn,Michaels,,187,,,0.000515,,
Jan Svartvik,Jan,Svartvik,,187,,,0.000515,,
Edward R. Tufte,Edward R,Tufte,,187,,,0.000515,,
John Cunyus Hodges,John Cunyus,Hodges,,186,,,0.000512,,
Lisa Hopkins,Lisa,Hopkins,,186,,,0.000512,,
Amy Kaplan,Amy,Kaplan,,186,,,0.000512,,
Richard Matheson,Richard,Matheson,,186,,,0.000512,,
Chandra Talpade Mohanty,Chandra Talpade,Mohanty,,186,,,0.000512,,
Cherríe Moraga,Cherríe,Moraga,,186,,,0.000512,,
Dorothy L. Sayers,Dorothy L,Sayers,,186,,,0.000512,,
T. Smollett,T,Smollett,,186,,,0.000512,,
David Walker,David,Walker,,186,,,0.000512,,
Thornton Wilder,Thornton,Wilder,,186,,,0.000512,,
Johannes Willem Bertens,Johannes Willem,Bertens,,185,,,0.00051,,
Margaret Wise Brown,Margaret Wise,Brown,,185,,,0.00051,,
Edward Mendelson,Edward,Mendelson,,185,,,0.00051,,
Peter J. Schakel,Peter J,Schakel,,185,,,0.00051,,
Friedrich Schiller,Friedrich,Schiller,,185,,,0.00051,,
David Seed,David,Seed,,185,,,0.00051,,
Yvonne Collioud Sisko,Yvonne Collioud,Sisko,,185,,,0.00051,,
Andy Wachowski,Andy,Wachowski,,185,,,0.00051,,
Larry Wachowski,Larry,Wachowski,,185,,,0.00051,,
Edwin H. Zeydel,Edwin H,Zeydel,,185,,,0.00051,,
Howard Zinn,Howard,Zinn,,185,,,0.00051,,
Edna St. Vincent Millay,Edna St. Vincent,Millay,,184,,,0.000507,,
V. I.︠A Propp,V I︠A,Propp,,184,,,0.000507,,
Richard Steele,Richard,Steele,,184,,,0.000507,,
Ruth Coons Wallerstein,Ruth Coons,Wallerstein,,184,,,0.000507,,
John Lennard,John,Lennard,,183,,,0.000504,,
Henry Mayhew,Henry,Mayhew,,183,,,0.000504,,
Pam Morris,Pam,Morris,,183,,,0.000504,,
Brenda Spatt,Brenda,Spatt,,183,,,0.000504,,
Julia M. Walker,Julia M,Walker,,183,,,0.000504,,
Susan J. Wolfson,Susan J,Wolfson,,183,,,0.000504,,
Michael Harvey,Michael,Harvey,,182,,,0.000501,,
Michael Lapidge,Michael,Lapidge,,182,,,0.000501,,
Madeleine L.'Engle,Madeleine,L'Engle,,182,,,0.000501,,
Charles E. May,Charles E,May,,182,,,0.000501,,
James Moffett,James,Moffett,,182,,,0.000501,,
Steven Shakespeare,Steven,Shakespeare,,182,,,0.000501,,
William H. Sherman,William H,Sherman,,182,,,0.000501,,
Meera Syal,Meera,Syal,,182,,,0.000501,,
Charles W. Bridges,Charles W,Bridges,,181,,,0.000499,,
Graham Holderness,Graham,Holderness,,181,,,0.000499,,
Sarah Kane,Sarah,Kane,,181,,,0.000499,,
Philip Levine,Philip,Levine,,181,,,0.000499,,
Richard E. Matlak,Richard E,Matlak,,181,,,0.000499,,
Pierre Michel,Pierre,Michel,,181,,,0.000499,,
Gilbert Murray,Gilbert,Murray,,181,,,0.000499,,
Barbara Smith,Barbara,Smith,,181,,,0.000499,,
Chris Van Allsburg,Chris,van Allsburg,,181,,,0.000499,,
Neil Corcoran,Neil,Corcoran,,180,,,0.000496,,
Catherine Gallagher,Catherine,Gallagher,,180,,,0.000496,,
John Hersey,John,Hersey,,180,,,0.000496,,
John Richetti,John,Richetti,,180,,,0.000496,,
Paul Salzman,Paul,Salzman,,180,,,0.000496,,
Algernon Charles Swinburne,Algernon Charles,Swinburne,,180,,,0.000496,,
Irvine Welsh,Irvine,Welsh,,180,,,0.000496,,
Francis C. Blessington,Francis C,Blessington,,179,,,0.000493,,
David Cronenberg,David,Cronenberg,,179,,,0.000493,,
Erving Goffman,Erving,Goffman,,179,,,0.000493,,
Garrett Hardin,Garrett,Hardin,,179,,,0.000493,,
Todd Haynes,Todd,Haynes,,179,,,0.000493,,
Michael Herr,Michael,Herr,,179,,,0.000493,,
Coral Ann Howells,Coral Ann,Howells,,179,,,0.000493,,
Ellen Moers,Ellen,Moers,,179,,,0.000493,,
Robert O.'Clair,Robert,O'Clair,,179,,,0.000493,,
Dean Rader,Dean,Rader,,179,,,0.000493,,
Peter Stockwell,Peter,Stockwell,,179,,,0.000493,,
Bonnie S. Sunstein,Bonnie S,Sunstein,,179,,,0.000493,,
Cornel West,Cornel,West,,179,,,0.000493,,
Kingsley Amis,Kingsley,Amis,,178,,,0.00049,,
Martin Esslin,Martin,Esslin,,178,,,0.00049,,
Laura Gray-Rosendale,Laura,Gray-Rosendale,,178,,,0.00049,,
Paule Marshall,Paule,Marshall,,178,,,0.00049,,
Farah Mendlesohn,Farah,Mendlesohn,,178,,,0.00049,,
David S. Reynolds,David S,Reynolds,,178,,,0.00049,,
Gay Wilson Allen,Gay Wilson,Allen,,177,,,0.000488,,
Robert Altman,Robert,Altman,,177,,,0.000488,,
Deborah Cartmell,Deborah,Cartmell,,177,,,0.000488,,
John Clare,John,Clare,,177,,,0.000488,,
David V. Erdman,David V,Erdman,,177,,,0.000488,,
Daniel Halpern,Daniel,Halpern,,177,,,0.000488,,
Chester B. Himes,Chester B,Himes,,177,,,0.000488,,
György Lukács,György,Lukács,,177,,,0.000488,,
George R. R. Martin,George R. R.,Martin,,177,,,0.000488,,
Paul Peter Piech,Paul Peter,Piech,,177,,,0.000488,,
William Trevor,William,Trevor,,177,,,0.000488,,
Robin Williams,Robin,Williams,,177,,,0.000488,,
Abraham Cahan,Abraham,Cahan,,176,,,0.000485,,
Viktor E. Frankl,Viktor E,Frankl,,176,,,0.000485,,
National Book League (Great Britain,National Book League,Great Britain,,176,,,0.000485,,
Steve Kowit,Steve,Kowit,,176,,,0.000485,,
Paul Oliver,Paul,Oliver,,176,,,0.000485,,
Keith Punch,Keith,Punch,,176,,,0.000485,,
Colin Robson,Colin,Robson,,176,,,0.000485,,
Royall Tyler,Royall,Tyler,,176,,,0.000485,,
Rashi,Rashi,,,176,,,0.000485,,
Richard Beadle,Richard,Beadle,,175,,,0.000482,,
Cheryll Glotfelty,Cheryll,Glotfelty,,175,,,0.000482,,
Jonathan Kozol,Jonathan,Kozol,,175,,,0.000482,,
Robert Ornstein,Robert,Ornstein,,175,,,0.000482,,
Linden Peach,Linden,Peach,,175,,,0.000482,,
Randolph Quirk,Randolph,Quirk,,175,,,0.000482,,
Herbert Read,Herbert,Read,,175,,,0.000482,,
Elmer Edgar Stoll,Elmer Edgar,Stoll,,175,,,0.000482,,
Studs Terkel,Studs,Terkel,,175,,,0.000482,,
Billy Collins,Billy,Collins,,174,,,0.000479,,
John Dewey,John,Dewey,,174,,,0.000479,,
Donald E. Hall,Donald E,Hall,,174,,,0.000479,,
Sherry Turkle,Sherry,Turkle,,174,,,0.000479,,
Karen Tei Yamashita,Karen Tei,Yamashita,,174,,,0.000479,,
Chrétien,Chrétien,,,174,,,0.000479,,
Gandhi,Gandhi,,,174,,,0.000479,,
Dympna Callaghan,Dympna,Callaghan,,173,,,0.000477,,
Michael Grant,Michael,Grant,,173,,,0.000477,,
Robert Hughes,Robert,Hughes,,173,,,0.000477,,
Werner Sollors,Werner,Sollors,,173,,,0.000477,,
B. C. Southam,B C,Southam,,173,,,0.000477,,
Simone J. Billings,Simone J,Billings,,172,,,0.000474,,
Elizabeth Chiseri-Strater,Elizabeth,Chiseri-Strater,,172,,,0.000474,,
Jennifer Coates,Jennifer,Coates,,172,,,0.000474,,
Trisha Greenhalgh,Trisha,Greenhalgh,,172,,,0.000474,,
Jean Racine,Jean,Racine,,172,,,0.000474,,
Jane Yolen,Jane,Yolen,,172,,,0.000474,,
National Council of Teachers of English,National Council of Teachers of English,,,172,,,0.000474,,
Lao-Tzu,Lao-Tzu,,,172,,,0.000474,,
John Barrell,John,Barrell,,171,,,0.000471,,
John Cage,John,Cage,,171,,,0.000471,,
Angela Y. Davis,Angela Y,Davis,,171,,,0.000471,,
Gavin Fairbairn,Gavin,Fairbairn,,171,,,0.000471,,
James Paul Gee,James Paul,Gee,,171,,,0.000471,,
Claudia L. Johnson,Claudia L,Johnson,,171,,,0.000471,,
Charles Johnson,Charles,Johnson,,171,,,0.000471,,
Dinty W. Moore,Dinty W,Moore,,171,,,0.000471,,
Rex Schneider,Rex,Schneider,,171,,,0.000471,,
Jane Spencer,Jane,Spencer,,171,,,0.000471,,
Harold Aram Veeser,Harold Aram,Veeser,,171,,,0.000471,,
Aravind Adiga,Aravind,Adiga,,170,,,0.000468,,
Jean Aitchison,Jean,Aitchison,,170,,,0.000468,,
William Beckford,William,Beckford,,170,,,0.000468,,
Mark Z. Danielewski,Mark Z,Danielewski,,170,,,0.000468,,
Richard Ford,Richard,Ford,,170,,,0.000468,,
Christy Friend,Christy,Friend,,170,,,0.000468,,
Gary Kelly,Gary,Kelly,,170,,,0.000468,,
Declan Kiberd,Declan,Kiberd,,170,,,0.000468,,
Peter Singer,Peter,Singer,,170,,,0.000468,,
J. J. Smith,J J,Smith,,170,,,0.000468,,
Natasha D. Trethewey,Natasha D,Trethewey,,170,,,0.000468,,
Thorlac Turville-Petre,Thorlac,Turville-Petre,,170,,,0.000468,,
Victor Villanueva,Victor,Villanueva,,170,,,0.000468,,
Thomas Wolfe,Thomas,Wolfe,,170,,,0.000468,,
Mitch Albom,Mitch,Albom,,169,,,0.000465,,
James M. Cain,James M,Cain,,169,,,0.000465,,
Cathy Caruth,Cathy,Caruth,,169,,,0.000465,,
G. K. Chesterton,G K,Chesterton,,169,,,0.000465,,
John L. Esposito,John L,Esposito,,169,,,0.000465,,
David Grene,David,Grene,,169,,,0.000465,,
Christopher Hill,Christopher,Hill,,169,,,0.000465,,
John Irving,John,Irving,,169,,,0.000465,,
Randall Jarrell,Randall,Jarrell,,169,,,0.000465,,
John O. Jordan,John O,Jordan,,169,,,0.000465,,
Ruth L. Ozeki,Ruth L,Ozeki,,169,,,0.000465,,
Donna Rosenberg,Donna,Rosenberg,,169,,,0.000465,,
Juliet Schor,Juliet,Schor,,169,,,0.000465,,
John Chaffee,John,Chaffee,,168,,,0.000463,,
Aidan Day,Aidan,Day,,168,,,0.000463,,
Bessie Head,Bessie,Head,,168,,,0.000463,,
Timothy Morton,Timothy,Morton,,168,,,0.000463,,
Robert A. Schwegler,Robert A,Schwegler,,168,,,0.000463,,
Graham Swift,Graham,Swift,,168,,,0.000463,,
Jules Verne,Jules,Verne,,168,,,0.000463,,
Paul Woodruff,Paul,Woodruff,,168,,,0.000463,,
Vannevar Bush,Vannevar,Bush,,167,,,0.00046,,
Alan Cheuse,Alan,Cheuse,,167,,,0.00046,,
Maud Ellmann,Maud,Ellmann,,167,,,0.00046,,
Andy P. Field,Andy P,Field,,167,,,0.00046,,
Geoffrey H. Hartman,Geoffrey H,Hartman,,167,,,0.00046,,
Naguib Mahfouz,Naguib,Mahfouz,,167,,,0.00046,,
Jon Scieszka,Jon,Scieszka,,167,,,0.00046,,
Murasaki Shikibu,Murasaki,Shikibu,,167,,,0.00046,,
Jonathan Silverman,Jonathan,Silverman,,167,,,0.00046,,
John Sutherland,John,Sutherland,,167,,,0.00046,,
Linda R. Anderson,Linda R,Anderson,,166,,,0.000457,,
M. O. Grenby,M O,Grenby,,166,,,0.000457,,
Maurice Hindle,Maurice,Hindle,,166,,,0.000457,,
Russell Hoban,Russell,Hoban,,166,,,0.000457,,
Franklin E. Horowitz,Franklin E,Horowitz,,166,,,0.000457,,
Charlotte I. Lee,Charlotte I,Lee,,166,,,0.000457,,
J. D. McClatchy,J D,McClatchy,,166,,,0.000457,,
Robert Mighall,Robert,Mighall,,166,,,0.000457,,
David Perkins,David,Perkins,,166,,,0.000457,,
Rosemond Tuve,Rosemond,Tuve,,166,,,0.000457,,
Michelangelo Antonioni,Michelangelo,Antonioni,,165,,,0.000454,,
Tim Armstrong,Tim,Armstrong,,165,,,0.000454,,
Mary Astell,Mary,Astell,,165,,,0.000454,,
Edward Bellamy,Edward,Bellamy,,165,,,0.000454,,
Inc Prentice-Hall,Inc,Prentice-Hall,,165,,,0.000454,,
Sinclair Ross,Sinclair,Ross,,165,,,0.000454,,
Ridley Scott,Ridley,Scott,,165,,,0.000454,,
Thorstein Veblen,Thorstein,Veblen,,165,,,0.000454,,
James Whale,James,Whale,,165,,,0.000454,,
Russell Banks,Russell,Banks,,164,,,0.000452,,
A. R. Braunmuller,A R,Braunmuller,,164,,,0.000452,,
Patrick Gerard Cheney,Patrick Gerard,Cheney,,164,,,0.000452,,
Paul Cobley,Paul,Cobley,,164,,,0.000452,,
W. N. Herbert,W N,Herbert,,164,,,0.000452,,
Neil Lazarus,Neil,Lazarus,,164,,,0.000452,,
George Fabyan Collection (Library of Congress,George Fabyan Collection,Library of Congress,,164,,,0.000452,,
Paul Muldoon,Paul,Muldoon,,164,,,0.000452,,
David J. Skal,David J,Skal,,164,,,0.000452,,
Luis Alberto Urrea,Luis Alberto,Urrea,,164,,,0.000452,,
John C. Wells,John C,Wells,,164,,,0.000452,,
David Wiesner,David,Wiesner,,164,,,0.000452,,
George F. Will,George F,Will,,164,,,0.000452,,
Ralph Berry,Ralph,Berry,,163,,,0.000449,,
Marie Borroff,Marie,Borroff,,163,,,0.000449,,
Dorothea Brande,Dorothea,Brande,,163,,,0.000449,,
Alan Dundes,Alan,Dundes,,163,,,0.000449,,
Leela Gandhi,Leela,Gandhi,,163,,,0.000449,,
Brenda Miller,Brenda,Miller,,163,,,0.000449,,
Colin Neville,Colin,Neville,,163,,,0.000449,,
Coventry Patmore,Coventry,Patmore,,163,,,0.000449,,
Bernard Bergonzi,Bernard,Bergonzi,,162,,,0.000446,,
Karen Lourie Blanchard,Karen Lourie,Blanchard,,162,,,0.000446,,
Charles E. Bressler,Charles E,Bressler,,162,,,0.000446,,
Edgar Rice Burroughs,Edgar Rice,Burroughs,,162,,,0.000446,,
Robert Burton,Robert,Burton,,162,,,0.000446,,
Gregory G. Colomb,Gregory G,Colomb,,162,,,0.000446,,
Harlan Ellison,Harlan,Ellison,,162,,,0.000446,,
Patricia Grace,Patricia,Grace,,162,,,0.000446,,
Stephen L. Harris,Stephen L,Harris,,162,,,0.000446,,
George Meredith,George,Meredith,,162,,,0.000446,,
Suzanne Paola,Suzanne,Paola,,162,,,0.000446,,
Geoffrey K. Pullum,Geoffrey K,Pullum,,162,,,0.000446,,
Patsy Stoneman,Patsy,Stoneman,,162,,,0.000446,,
Rebecca Stott,Rebecca,Stott,,162,,,0.000446,,
William Tydeman,William,Tydeman,,162,,,0.000446,,
Linda J. Waite,Linda J,Waite,,162,,,0.000446,,
Georges Bataille,Georges,Bataille,,161,,,0.000443,,
Francis Beaumont,Francis,Beaumont,,161,,,0.000443,,
Lydia Maria Child,Lydia Maria,Child,,161,,,0.000443,,
Wayne Martindale,Wayne,Martindale,,161,,,0.000443,,
E. Nesbit,E,Nesbit,,161,,,0.000443,,
Julie Otsuka,Julie,Otsuka,,161,,,0.000443,,
Jacob A. Riis,Jacob A,Riis,,161,,,0.000443,,
Tim Youngs,Tim,Youngs,,161,,,0.000443,,
Ryūnosuke Akutagawa,Ryūnosuke,Akutagawa,,160,,,0.000441,,
Harold Fromm,Harold,Fromm,,160,,,0.000441,,
Robin Gilmour,Robin,Gilmour,,160,,,0.000441,,
Félix Guattari,Félix,Guattari,,160,,,0.000441,,
Felicia Dorothea Browne Hemans,Felicia Dorothea Browne,Hemans,,160,,,0.000441,,
John McCormick,John,McCormick,,160,,,0.000441,,
David L. Russell,David L,Russell,,160,,,0.000441,,
Alexander Schmidt,Alexander,Schmidt,,160,,,0.000441,,
Morag Shiach,Morag,Shiach,,160,,,0.000441,,
Shaun Tan,Shaun,Tan,,160,,,0.000441,,
Quentin Tarantino,Quentin,Tarantino,,160,,,0.000441,,
Helen Maria Williams,Helen Maria,Williams,,160,,,0.000441,,
Saki,Saki,,,160,,,0.000441,,
Stanley Appelbaum,Stanley,Appelbaum,,159,,,0.000438,,
Mary Hunter Austin,Mary Hunter,Austin,,159,,,0.000438,,
M. Keith Booker,M Keith,Booker,,159,,,0.000438,,
Jan De Bruyn,Jan,de Bruyn,,159,,,0.000438,,
Tim Fulford,Tim,Fulford,,159,,,0.000438,,
Frances Kobrin Goldscheider,Frances Kobrin,Goldscheider,,159,,,0.000438,,
Gayle Greene,Gayle,Greene,,159,,,0.000438,,
Bob Hodge,Bob,Hodge,,159,,,0.000438,,
Mario Vargas Llosa,Mario Vargas,Llosa,,159,,,0.000438,,
David Minter,David,Minter,,159,,,0.000438,,
Hannah More,Hannah,More,,159,,,0.000438,,
Simon J. Ortiz,Simon J,Ortiz,,159,,,0.000438,,
Don Paterson,Don,Paterson,,159,,,0.000438,,
Eden Robinson,Eden,Robinson,,159,,,0.000438,,
Donald A. Schön,Donald A,Schön,,159,,,0.000438,,
Richard Slotkin,Richard,Slotkin,,159,,,0.000438,,
Scott Slovic,Scott,Slovic,,159,,,0.000438,,
Christina Witsberger,Christina,Witsberger,,159,,,0.000438,,
Nikolas Coupland,Nikolas,Coupland,,158,,,0.000435,,
Richard J. Gray,Richard J,Gray,,158,,,0.000435,,
Jürgen Habermas,Jürgen,Habermas,,158,,,0.000435,,
Michael L. Keene,Michael L,Keene,,158,,,0.000435,,
Terence Martin,Terence,Martin,,158,,,0.000435,,
Martin Montgomery,Martin,Montgomery,,158,,,0.000435,,
Antonio Perri,Antonio,Perri,,158,,,0.000435,,
Joan Swann,Joan,Swann,,158,,,0.000435,,
Herbert F. Tucker,Herbert F,Tucker,,158,,,0.000435,,
John Williams,John,Williams,,158,,,0.000435,,
Alison Booth,Alison,Booth,,157,,,0.000432,,
Malcolm Godden,Malcolm,Godden,,157,,,0.000432,,
Saidiya V. Hartman,Saidiya V,Hartman,,157,,,0.000432,,
Felicia Hemans,Felicia,Hemans,,157,,,0.000432,,
Eva Hoffman,Eva,Hoffman,,157,,,0.000432,,
Stanley Kubrick,Stanley,Kubrick,,157,,,0.000432,,
Amin Maalouf,Amin,Maalouf,,157,,,0.000432,,
Américo Paredes,Américo,Paredes,,157,,,0.000432,,
David Simpson,David,Simpson,,157,,,0.000432,,
Ali Smith,Ali,Smith,,157,,,0.000432,,
Charles Bazerman,Charles,Bazerman,,156,,,0.00043,,
Daniel Clowes,Daniel,Clowes,,156,,,0.00043,,
Edward Finegan,Edward,Finegan,,156,,,0.00043,,
Antony H. Harrison,Antony H,Harrison,,156,,,0.00043,,
Darrell Huff,Darrell,Huff,,156,,,0.00043,,
G. K. Hunter,G K,Hunter,,156,,,0.00043,,
Robert Kirkman,Robert,Kirkman,,156,,,0.00043,,
D.'Arcy McNickle,D'Arcy,McNickle,,156,,,0.00043,,
Susan Minot,Susan,Minot,,156,,,0.00043,,
Derek Albert Pearsall,Derek Albert,Pearsall,,156,,,0.00043,,
Elizabeth Tebeaux,Elizabeth,Tebeaux,,156,,,0.00043,,
Wendell Berry,Wendell,Berry,,155,,,0.000427,,
Leo Braudy,Leo,Braudy,,155,,,0.000427,,
Timothy Gura,Timothy,Gura,,155,,,0.000427,,
Ann Hogue,Ann,Hogue,,155,,,0.000427,,
