author_name,last_name,first_name,title,birthdate,deathdate,misc1,misc2,misc3,misc4,,misc5,count,fraction_total,dataset
"Sedley, Charles, Sir, 1639?-1701.",Sedley,Charles,, 1639?,1701,,,,,,,2,0.00021182,estc
"Povey, Charles, 1652?-1743.",Povey,Charles,, 1652?,1743,,,,,,,2,0.00021182,estc
"Knowles, Charles, Sir, 1704?-1777,",Knowles,Charles,, 1704?,1777,,,,,,,2,0.00021182,estc
"Hamilton, Charles, 1752 or 3-1792.",Hamilton,Charles,, 1752 or 3,1792,,,,,,,2,0.00021182,estc
"Whitworth, Charles, Sir ca. 1721-1778.",Whitworth,Charles,,ca. 1721,1778,,,,,,,2,0.00021182,estc
"Butler, Charles, d. 1647.",Butler,Charles,,,1647,,,,,,,2,0.00021182,estc
"Owen, Charles, d. 1746.",Owen,Charles,,,1746,,,,,,,2,0.00021182,estc
"Pigott, Charles, d. 1794.",Pigott,Charles,,,1794,,,,,,,2,0.00021182,estc
"Bryant, Charles, d. ca. 1799.",Bryant,Charles,,,1799,,,,,,,2,0.00021182,estc
"Palmer, Charles, Deputy Serjeant of the House of Commons.",Palmer,Charles,,,,,,,,,,2,0.00021182,estc
"Sheridan, Charles Francis, 1750-1806.",Sheridan,Charles Francis,,1750,1806,,,,,,,2,0.00021182,estc
"Fox, Charles James, 1749-1806.",Fox,Charles James,,1749,1806,,,,,,,2,0.00021182,estc
"Lillie, Charles.",Lillie,Charles,,,,,,,,,,2,0.00021182,estc
"Ramsay, Chevalier 1686-1743.",Ramsay,Chevalier,,1686,1743,,,,,,,2,0.00021182,estc
"Smart, Christopher, 1722-1771.",Smart,Christopher,,1722,1771,,,,,,,2,0.00021182,estc
"Bellamy, D. b. 1687.",Bellamy,D,,1687,,,,,,,,2,0.00021182,estc
"O'Bryen, D. 1755-1832.",O'Bryen,D,,1755,1832,,,,,,,2,0.00021182,estc
"Jones, D. fl. 1676-1720.",Jones,D,,fl. 1676-1720.,,,,,,,,2,0.00021182,estc
"Sutherland, D. G.",Sutherland,D G,,,,,,,,,,2,0.00021182,estc
"Cawdrey, Daniel, 1588-1664.",Cawdrey,Daniel,,1588,1664,,,,,,,2,0.00021182,estc
"Bartoli, Daniello, 1608-1685.",Bartoli,Daniello,,1608,1685,,,,,,,2,0.00021182,estc
"Lloyd, David, 1635-1692.",Lloyd,David,,1635,1692,,,,,,,2,0.00021182,estc
"Jennings, David, 1691-1762.",Jennings,David,,1691,1762,,,,,,,2,0.00021182,estc
"Hartley, David, 1732-1813.",Hartley,David,,1732,1813,,,,,,,2,0.00021182,estc
"Casley, David, fl. 1734.",Casley,David,, fl. 1734.,,,,,,,,2,0.00021182,estc
"Rivers, David.",Rivers,David,,,,,,,,,,2,0.00021182,estc
"Wilson, David.",Wilson,David,,,,,,,,,,2,0.00021182,estc
"Walter, de Hemingburgh.",Walter,de Hemingburgh,,,,,,,,,,2,0.00021182,estc
"Shaw, Duncan, 1726-1795.",Shaw,Duncan,,1726,1795,,,,,,,2,0.00021182,estc
"Holdsworth, E. 1684-1746.",Holdsworth,E,,1684,1746,,,,,,,2,0.00021182,estc
"Malone, Edmond, 1741-1812.",Malone,Edmond,,1741,1812,,,,,,,2,0.00021182,estc
"Wingate, Edmund, 1596-1656.",Wingate,Edmund,,1596,1656,,,,,,,2,0.00021182,estc
"Carter, Edmund, fl. 1753.",Carter,Edmund,, fl. 1753.,,,,,,,,2,0.00021182,estc
"Stone, Edmund, d. 1768. S., E. E. S.",Stone,Edmund,,,1768,,,,,,,2,0.00021182,estc
"Borlase, Edmund, d. 1682?",Borlase,Edmund,,,1682?,,,,,,,2,0.00021182,estc
"Bentham, Edward, 1707-1776.",Bentham,Edward,,1707,1776,,,,,,,2,0.00021182,estc
"Miller, Edward, 1760-1812.",Miller,Edward,,1760,1812,,,,,,,2,0.00021182,estc
"King, Edward, 1735?-1807.",King,Edward,, 1735?,1807,,,,,,,2,0.00021182,estc
"Laurence, Edward, d. 1740?",Laurence,Edward,,,1740?,,,,,,,2,0.00021182,estc
"Greene, Edward Burnaby, d. 1788.",Greene,Edward Burnaby,,,1788,,,,,,,2,0.00021182,estc
"Wright, Edward.",Wright,Edward,,,,,,,,,,2,0.00021182,estc
"Impey, Elijah, Sir, 1732-1809.",Impey,Elijah,,1732,1809,,,,,,,2,0.00021182,estc
"Northumberland, Elizabeth Seymour Percy, Duchess of, 1716-1776.",Percy,Elizabeth Seymour,,1716,1776,,,,,,,2,0.00021182,estc
"Association for Preserving Liberty and Property against Republicans and Levellers (London, England)",Association for Preserving Liberty and Property against Republicans and Levellers (London,England),,,,,,,,,,2,0.00021182,estc
"Catholic Committee (London, England)",Catholic Committee (London,England),,,,,,,,,,2,0.00021182,estc
"Protestant Association (London, England)",Protestant Association (London,England),,,,,,,,,,2,0.00021182,estc
"Society for the Registry of Shipping (London, England)",Society for the Registry of Shipping (London,England),,,,,,,,,,2,0.00021182,estc
"Darwin, Erasmus, 1731-1802.",Darwin,Erasmus,,1731,1802,,,,,,,2,0.00021182,estc
"Evans, Evan, 1731-1788.",Evans,Evan,,1731,1788,,,,,,,2,0.00021182,estc
"Altieri, F.",Altieri,F,,,,,,,,,,2,0.00021182,estc
"Krusinski, Father.",Krusinski,Father,,,,,,,,,,2,0.00021182,estc
"O'Gallagher, Felix.",O'Gallagher,Felix,,,,,,,,,,2,0.00021182,estc
"Josephus, Flavius.",Josephus,Flavius,,,,,,,,,,2,0.00021182,estc
"Algarotti, Francesco, conte, 1712-1764.",Algarotti,Francesco,,1712,1764,,,,,,,2,0.00021182,estc
"Chassepol, FrancÌ§ois de, 17th cent.",Chassepol,FrancÌ§ois de,, 17th cent.,,,,,,,,2,0.00021182,estc
"Godwin, Francis, 1562-1633.",Godwin,Francis,,1562,1633,,,,,,,2,0.00021182,estc
"Quarles, Francis, 1592-1644.",Quarles,Francis,,1592,1644,,,,,,,2,0.00021182,estc
"Hutchinson, Francis, 1661-1739.",Hutchinson,Francis,,1661,1739,,,,,,,2,0.00021182,estc
"Gastrell, Francis, 1662-1725.",Gastrell,Francis,,1662,1725,,,,,,,2,0.00021182,estc
"Wise, Francis, 1695-1767.",Wise,Francis,,1695,1767,,,,,,,2,0.00021182,estc
"Holliday, Francis, 1717-1787.",Holliday,Francis,,1717,1787,,,,,,,2,0.00021182,estc
"Gardenstone, Francis Garden, Lord, 1721-1793.",Garden,Francis,,1721,1793,,,,,,,2,0.00021182,estc
"Nichols, Francis, 18th cent.",Nichols,Francis,, 18th cent.,,,,,,,,2,0.00021182,estc
"Sullivan, Francis Stoughton, 1719-1776.",Sullivan,Francis Stoughton,,1719,1776,,,,,,,2,0.00021182,estc
"Russell, Francis.",Russell,Francis,,,,,,,,,,2,0.00021182,estc
"Tott, François, baron de, 1733-1793.",Tott,François,,1733,1793,,,,,,,2,0.00021182,estc
"Gentil, François.",Gentil,François,,,,,,,,,,2,0.00021182,estc
"Anthing, Frederic, 1753-1805.",Anthing,Frederic,,1753,1805,,,,,,,2,0.00021182,estc
"Trenck, Friedrich, Freiherr von der, 1726-1794.",von der Trenck,Friedrich,,1726,1794,,,,,,,2,0.00021182,estc
"Schiller, Friedrich, 1759-1805.",Schiller,Friedrich,,1759,1805,,,,,,,2,0.00021182,estc
"Moryson, Fynes, 1566-1630.",Moryson,Fynes,,1566,1630,,,,,,,2,0.00021182,estc
"Vega, Garcilaso de la, 1539-1616.",Vega,Garcilaso de la,,1539,1616,,,,,,,2,0.00021182,estc
"Wendeborn, Gebhard Friedrich August, 1742-1811.",Wendeborn,Gebhard Friedrich August,,1742,1811,,,,,,,2,0.00021182,estc
"Gilbert, Geoffrey, Sir, 1674-1726.",Gilbert,Geoffrey,,1674,1726,,,,,,,2,0.00021182,estc
"Buchanan, George, 1506-1582.",Buchanan,George,,1506,1582,,,,,,,2,0.00021182,estc
"Bannatyne, George, 1545-1608?",Bannatyne,George,,1545,1608?,,,,,,,2,0.00021182,estc
"Buckingham, George Villiers, Duke of, 1628-1687.",Villiers,George,,1628,1687,,,,,,,2,0.00021182,estc
"Mackenzie, George, Sir, 1636-1691.",Mackenzie,George,,1636,1691,,,,,,,2,0.00021182,estc
"Adams, George, 1709-1772.",Adams,George,,1709,1772,,,,,,,2,0.00021182,estc
"Costard, George, 1710-1782.",Costard,George,,1710,1782,,,,,,,2,0.00021182,estc
"Muir, George, 1723-1771.",Muir,George,,1723,1771,,,,,,,2,0.00021182,estc
"Rose, George, 1744-1818.",Rose,George,,1744,1818,,,,,,,2,0.00021182,estc
"Richards, George, 1767-1837.",Richards,George,,1767,1837,,,,,,,2,0.00021182,estc
"Farquhar, George, 1677?-1707.",Farquhar,George,, 1677?,1707,,,,,,,2,0.00021182,estc
"Psalmanazar, George, 1679?-1763.",Psalmanazar,George,, 1679?,1763,,,,,,,2,0.00021182,estc
"Stubbes, George fl 1697-1737.",Stubbes,George,,fl. 1697-1737,,,,,,,,2,0.00021182,estc
"Sewell, George, d. 1726.",Sewell,George,,,1726,,,,,,,2,0.00021182,estc
"Dodington, George Bubb, Baron of Melcombe Regis, 1691-1762.",Dodington,George Bubb,,1691,1762,,,,,,,2,0.00021182,estc
"Harley, George Davies, d. 1811.",Harley,George Davies,,,1811,,,,,,,2,0.00021182,estc
"Berkeley, George Monck, 1763-1793.",Berkeley,George Monck,,1763,1793,,,,,,,2,0.00021182,estc
"Craufurd, George.",Craufurd,George,,,,,,,,,,2,0.00021182,estc
"Devonshire, Georgiana Spencer Cavendish, Duchess of, 1757-1806.",Cavendish,Georgiana Spencer,,1757,1806,,,,,,,2,0.00021182,estc
"Comazzi, Giovanni Battista.",Comazzi,Giovanni Battista,,,,,,,,,,2,0.00021182,estc
"Ridley, Glocester, 1702-1774.",Ridley,Glocester,,1702,1774,,,,,,,2,0.00021182,estc
"Howard, Gorges Edmond, 1715-1786.",Howard,Gorges Edmond,,1715,1786,,,,,,,2,0.00021182,estc
"Harrison, Gustavus.",Harrison,Gustavus,,,,,,,,,,2,0.00021182,estc
"Miege, Guy, 1644-1718?",Miege,Guy,,1644,1718?,,,,,,,2,0.00021182,estc
"Verelst, Harry, d 1785.",Verelst,Harry,,,1785,,,,,,,2,0.00021182,estc
"Townshend, Hayward, b. 1577.",Townshend,Hayward,,1577,,,,,,,,2,0.00021182,estc
"Rohan, Henri, duc de, 1579-1638.",duc de Rohan,Henri,,1579,1638,,,,,,,2,0.00021182,estc
"Clarendon, Henry Hyde, Earl of, 1638-1709.",Hyde,Henry,,1638,1709,,,,,,,2,0.00021182,estc
"Warrington, Henry Booth, Earl of, 1652-1694.",Booth,Henry,,1652,1694,,,,,,,2,0.00021182,estc
"Rowlands, Henry, 1655-1723.",Rowlands,Henry,,1655,1723,,,,,,,2,0.00021182,estc
"Stebbing, Henry, 1687-1763.",Stebbing,Henry,,1687,1763,,,,,,,2,0.00021182,estc
"Bourne, Henry, 1696-1733.",Bourne,Henry,,1696,1733,,,,,,,2,0.00021182,estc
"Clarke, Henry, 1743-1818.",Clarke,Henry,,1743,1818,,,,,,,2,0.00021182,estc
"Grattan, Henry, 1746-1820.",Grattan,Henry,,1746,1820,,,,,,,2,0.00021182,estc
"Sacheverell, Henry, 1674?-1724.",Sacheverell,Henry,, 1674?,1724,,,,,,,2,0.00021182,estc
"Crouch, Henry, d. 1732.",Crouch,Henry,,,1732,,,,,,,2,0.00021182,estc
"Rimius, Henry, d. ca. 1757.",Rimius,Henry,,,1757,,,,,,,2,0.00021182,estc
"Davies, Henry Cooper.",Davies,Henry Cooper,,,,,,,,,,2,0.00021182,estc
"Rooke, Henry.",Rooke,Henry,,,,,,,,,,2,0.00021182,estc
"Wilson, Henry.",Wilson,Henry,,,,,,,,,,2,0.00021182,estc
"Langrishe, Hercules, Sir, 1729-1811.",Langrishe,Hercules,,1729,1811,,,,,,,2,0.00021182,estc
"Boulter, Hugh, 1672-1742.",Boulter,Hugh,,1672,1742,,,,,,,2,0.00021182,estc
"Prideaux, Humphrey, 1648-1724",Prideaux,Humphrey,,1648,1724,,,,,,,2,0.00021182,estc
"Sancho, Ignatius, 1729-1780.",Sancho,Ignatius,,1729,1780,,,,,,,2,0.00021182,estc
"Ambrose, Isaac, 1604-1664.",Ambrose,Isaac,,1604,1664,,,,,,,2,0.00021182,estc
"Morgan, J., fl. 1739.",Morgan,J,, fl. 1739.,,,,,,,,2,0.00021182,estc
"Johnson, J.",Johnson,J,,,,,,,,,,2,0.00021182,estc
"Noorthouck, J.",Noorthouck,J,,,,,,,,,,2,0.00021182,estc
"Furley, J. Dennis.",Furley,J Dennis,,,,,,,,,,2,0.00021182,estc
"Burlamaqui, J. J. 1694-1748.",Burlamaqui,J J,,1694,1748,,,,,,,2,0.00021182,estc
"Philipps, J. T. d. 1755.",Philipps,J T,,,1755,,,,,,,2,0.00021182,estc
"Laveaux, J.-Charles 1749-1827.",Laveaux,J-Charles,,1749,1827,,,,,,,2,0.00021182,estc
"Barthélemy, J.-J. 1716-1795.",Barthélemy,J-J,,1716,1795,,,,,,,2,0.00021182,estc
"Lenfant, Jacques, 1661-1728.",Lenfant,Jacques,,1661,1728,,,,,,,2,0.00021182,estc
"Sade, Jacques François Paul Aldonce de, 1705-1778.",Sade,Jacques François Paul Aldonce de,,1705,1778,,,,,,,2,0.00021182,estc
"Durham, James, 1622-1658.",Durham,James,,1622,1658,,,,,,,2,0.00021182,estc
"Drake, James, 1667-1707.",Drake,James,,1667,1707,,,,,,,2,0.00021182,estc
"Hodgson, James, 1672-1755.",Hodgson,James,,1672,1755,,,,,,,2,0.00021182,estc
"Parsons, James, 1705-1770.",Parsons,James,,1705,1770,,,,,,,2,0.00021182,estc
"Miller, James, 1706-1744.",Miller,James,,1706,1744,,,,,,,2,0.00021182,estc
"Burgh, James, 1714-1775.",Burgh,James,,1714,1775,,,,,,,2,0.00021182,estc
"Fordyce, James, 1720-1796.",Fordyce,James,,1720,1796,,,,,,,2,0.00021182,estc
"Elphinston, James, 1721-1809.",Elphinston,James,,1721,1809,,,,,,,2,0.00021182,estc
"Hutton, James, 1726-1797",Hutton,James,,1726,1797,,,,,,,2,0.00021182,estc
"Ramsay, James, 1733-1789.",Ramsay,James,,1733,1789,,,,,,,2,0.00021182,estc
"Woodhouse, James, 1735-1820",Woodhouse,James,,1735,1820,,,,,,,2,0.00021182,estc
"Mylne, James, 1737-1788.",Mylne,James,,1737,1788,,,,,,,2,0.00021182,estc
"Rennell, James, 1742-1830.",Rennell,James,,1742,1830,,,,,,,2,0.00021182,estc
"Lackington, James, 1746-1815.",Lackington,James,,1746,1815,,,,,,,2,0.00021182,estc
"Gregory, James, 1753-1821.",Gregory,James,,1753,1821,,,,,,,2,0.00021182,estc
"Lauderdale, James Maitland, Earl of, 1759-1839.",Maitland,James,,1759,1839,,,,,,,2,0.00021182,estc
"Mackintosh, James, Sir, 1765-1832.",Mackintosh,James,,1765,1832,,,,,,,2,0.00021182,estc
"Fennell, James, 1766-1816.",Fennell,James,,1766,1816,,,,,,,2,0.00021182,estc
"Hare, James",Hare,James,,,,,,,,,,2,0.00021182,estc
"Hartley, James, Ph. D.",Hartley,James,,,,,,,,,,2,0.00021182,estc
"Murphy, James Cavanah, 1760-1814.",Murphy,James Cavanah,,1760,1814,,,,,,,2,0.00021182,estc
"Scott, James.",Scott,James,,,,,,,,,,2,0.00021182,estc
"Wallace, James.",Wallace,James,,,,,,,,,,2,0.00021182,estc
"Winscom, Jane Cave, fl. 1783-1786.",Winscom,Jane Cave,, fl. 1783,1786,,,,,,,2,0.00021182,estc
"Leurechon, Jean, 1591-1670.",Leurechon,Jean,,1591,1670,,,,,,,2,0.00021182,estc
"Claude, Jean, 1619-1687.",Claude,Jean,,1619,1687,,,,,,,2,0.00021182,estc
"Grosier, Jean Baptiste Gabriel Alexandre, 1743-1823.",Grosier,Jean Baptiste Gabriel Alexandre,,1743,1823,,,,,,,2,0.00021182,estc
"La BruyÃ¨re, Jean de, 1645-1696.",La BruyÃ¨re,Jean de,,1645,1696,,,,,,,2,0.00021182,estc
"Retz, Jean FrancÌ§ois Paul de Gondi de, 1613-1679.",Retz,Jean FrancÌ§ois Paul de Gondi de,,1613,1679,,,,,,,2,0.00021182,estc
"Ostervald, Jean Frédéric, 1663-1747.",Ostervald,Jean Frédéric,,1663,1747,,,,,,,2,0.00021182,estc
"Bignon, Jean Paul, 1662-1743.",Bignon,Jean Paul,,1662,1743,,,,,,,2,0.00021182,estc
"Osório, Jerónimo, 1506-1580.",Osório,Jerónimo,,1506,1580,,,,,,,2,0.00021182,estc
"Belknap, Jeremy, 1744-1798.",Belknap,Jeremy,,1744,1798,,,,,,,2,0.00021182,estc
"Scott, Job, 1751-1793.",Scott,Job,,1751,1793,,,,,,,2,0.00021182,estc
"Barlow, Joel, 1754-1812.",Barlow,Joel,,1754,1812,,,,,,,2,0.00021182,estc
"Mascov, Johann Jakob, 1689-1761.",Mascov,Johann Jakob,,1689,1761,,,,,,,2,0.00021182,estc
"Ferber, Johann Jakob, 1743-1790.",Ferber,Johann Jakob,,1743,1790,,,,,,,2,0.00021182,estc
"Heiss, Johann von, d. 1688.",Heiss,Johann von,,,1688,,,,,,,2,0.00021182,estc
"Taylor, John, 1580-1653.",Taylor,John,,1580,1653,,,,,,,2,0.00021182,estc
"Selden, John, 1584-1654.",Selden,John,,1584,1654,,,,,,,2,0.00021182,estc
"Brinsley, John, 1600-1665.",Brinsley,John,,1600,1665,,,,,,,2,0.00021182,estc
"Greaves, John, 1602-1652.",Greaves,John,,1602,1652,,,,,,,2,0.00021182,estc
"Tillinghast, John, 1604-1655.",Tillinghast,John,,1604,1655,,,,,,,2,0.00021182,estc
"Wilkins, John, 1614-1672.",Wilkins,John,,1614,1672,,,,,,,2,0.00021182,estc
"Bunyan, John, 1628-1688.",Bunyan,John,,1628,1688,,,,,,,2,0.00021182,estc
"Sharp, John, 1645-1714.",Sharp,John,,1645,1714,,,,,,,2,0.00021182,estc
"Floyer, John, Sir, 1649-1734.",Floyer,John,,1649,1734,,,,,,,2,0.00021182,estc
"Oldham, John, 1653-1683.",Oldham,John,,1653,1683,,,,,,,2,0.00021182,estc
"Johnson, John, 1662-1725.",Johnson,John,,1662,1725,,,,,,,2,0.00021182,estc
"Ker, John, 1673-1726.",Ker,John,,1673,1726,,,,,,,2,0.00021182,estc
"Abernethy, John, 1680-1740.",Abernethy,John,,1680,1740,,,,,,,2,0.00021182,estc
"Taylor, John, 1694-1761.",Taylor,John,,1694,1761,,,,,,,2,0.00021182,estc
"Hervey, John Hervey, Baron, 1696-1743.",Hervey,John,,1696,1743,,,,,,,2,0.00021182,estc
"Byng, John, 1704-1757. Great Britain. Admiralty.",Byng,John,,1704,1757,,,,,,,2,0.00021182,estc
"Macpherson, John, 1710-1765.",Macpherson,John,,1710,1765,,,,,,,2,0.00021182,estc
"Egmont, John Perceval, Earl of, 1711-1770.",Perceval,John,,1711,1770,,,,,,,2,0.00021182,estc
"Lawson, John, 1712-1759.",Lawson,John,,1712,1759,,,,,,,2,0.00021182,estc
"Gillies, John, 1712-1796.",Gillies,John,,1712,1796,,,,,,,2,0.00021182,estc
"Stair, John Dalrymple, Earl of, 1720-1789.",Dalrymple,John,,1720,1789,,,,,,,2,0.00021182,estc
"Gough, John, 1721-1791.",Gough,John,,1721,1791,,,,,,,2,0.00021182,estc
"Brown, John, 1722-1787.",Brown,John,,1722,1787,,,,,,,2,0.00021182,estc
"John Gilbert, 1723-1769.",Gilbert,John,,1723,1769,,,,,,,2,0.00021182,estc
"Abercrombie, John, 1726-1806.",Abercrombie,John,,1726,1806,,,,,,,2,0.00021182,estc
"Fletcher, John, 1729-1785.",Fletcher,John,,1729,1785,,,,,,,2,0.00021182,estc
"Walker, John, 1732-1807.",Walker,John,,1732,1807,,,,,,,2,0.00021182,estc
"Andrews, John, 1736-1809.",Andrews,John,,1736,1809,,,,,,,2,0.00021182,estc
"Hope, John, 1739-1785.",Hope,John,,1739,1785,,,,,,,2,0.00021182,estc
"Bell, John, 1745-1831.",Bell,John,,1745,1831,,,,,,,2,0.00021182,estc
"Eveleigh, John, 1747-1814.",Eveleigh,John,,1747,1814,,,,,,,2,0.00021182,estc
"Logan, John, 1748-1788.",Logan,John,,1748,1788,,,,,,,2,0.00021182,estc
"Stewart, John, 1749-1822.",Stewart,John,,1749,1822,,,,,,,2,0.00021182,estc
"Nott, John, 1751-1825.",Nott,John,,1751,1825,,,,,,,2,0.00021182,estc
"Rippon, John, 1751-1836.",Rippon,John,,1751,1836,,,,,,,2,0.00021182,estc
"Milner, John, 1752-1826.",Milner,John,,1752,1826,,,,,,,2,0.00021182,estc
"Love, John, 1757-1825.",Love,John,,1757,1825,,,,,,,2,0.00021182,estc
"Walker, John, 1759-1830.",Walker,John,,1759,1830,,,,,,,2,0.00021182,estc
"Kennedy, John, 1759-1842.",Kennedy,John,,1759,1842,,,,,,,2,0.00021182,estc
"Symonds, John, 1914-2006.",Symonds,John,,1914,2006,,,,,,,2,0.00021182,estc
"Proctor, John, 1521?-1584.",Proctor,John,, 1521?,1584,,,,,,,2,0.00021182,estc
"Broughton, John, 1673 or 4-1720.",Broughton,John,, 1673 or 4,1720,,,,,,,2,0.00021182,estc
"Whitehead, John, 1740?-1804.",Whitehead,John,, 1740?,1804,,,,,,,2,0.00021182,estc
"Bonnycastle, John, 1750?-1821.",Bonnycastle,John,, 1750?,1821,,,,,,,2,0.00021182,estc
"Worlidge, John, fl. 1669-1698.",Worlidge,John,, fl. 1669,1698,,,,,,,2,0.00021182,estc
"Gibson, John, merchant of Glasgow.",Gibson,John,,,,,,,,,,2,0.00021182,estc
"Ferrar, John, of Limerick.",Ferrar,John,,,,,,,,,,2,0.00021182,estc
"Robinson, John, of Norwich.",Robinson,John,,,,,,,,,,2,0.00021182,estc
"Anketell, John, b. 1750?",Anketell,John,,1750?,,,,,,,,2,0.00021182,estc
"Macky, John, d. 1726.",Macky,John,,,1726,,,,,,,2,0.00021182,estc
"Stevens, John, d. 1726.",Stevens,John,,,1726,,,,,,,2,0.00021182,estc
"Prestwich, John, d. 1795.",Prestwich,John,,,1795,,,,,,,2,0.00021182,estc
"Cary, John, d. 1720?",Cary,John,,, d. 1720?,,,,,,,2,0.00021182,estc
"Young, John, D. D., minister at Hawick, Scotland",Young,John,,,,,,,,,,2,0.00021182,estc
"Graham, John A. 1764-1841.",Graham,John A,,1764,1841,,,,,,,2,0.00021182,estc
"Morritt, John B. S. 1772?-1843.",Morritt,John B S,,1772?,1843,,,,,,,2,0.00021182,estc
"Belfour, John.",Belfour,John,,,,,,,,,,2,0.00021182,estc
"Gedde, John.",Gedde,John,,,,,,,,,,2,0.00021182,estc
"Lilly, John.",Lilly,John,,,,,,,,,,2,0.00021182,estc
"Perrin, John.",Perrin,John,,,,,,,,,,2,0.00021182,estc
"Smart, John.",Smart,John,,,,,,,,,,2,0.00021182,estc
"Waldie, John.",Waldie,John,,,,,,,,,,2,0.00021182,estc
"Warburton, John.",Warburton,John,,,,,,,,,,2,0.00021182,estc
"Carver, Jonathan, 1710-1780.",Carver,Jonathan,,1710,1780,,,,,,,2,0.00021182,estc
"Wilcocks, Joseph, 1724-1791.",Wilcocks,Joseph,,1724,1791,,,,,,,2,0.00021182,estc
"Townsend, Joseph, 1739-1816.",Townsend,Joseph,,1739,1816,,,,,,,2,0.00021182,estc
"Moser, Joseph, 1748-1819.",Moser,Joseph,,1748,1819,,,,,,,2,0.00021182,estc
"Cornish, Joseph, 1750-1823.",Cornish,Joseph,,1750,1823,,,,,,,2,0.00021182,estc
"Gerrald, Joseph, 1763-1796.",Gerrald,Joseph,,1763,1796,,,,,,,2,0.00021182,estc
"Harris, Joseph, 1667?-1719.",Harris,Joseph,, 1667?,1719,,,,,,,2,0.00021182,estc
"Randall, Joseph.",Randall,Joseph,,,,,,,,,,2,0.00021182,estc
"Woodward, Josiah, 1660-1712.",Woodward,Josiah,,1660,1712,,,,,,,2,0.00021182,estc
"Caesar, Julius.",Caesar,Julius,,,,,,,,,,2,0.00021182,estc
"Cramer, Karl Gottlieb, 1758-1817.",Cramer,Karl Gottlieb,,1758,1817,,,,,,,2,0.00021182,estc
"Howel, Laurence, 1664?-1720.",Howel,Laurence,, 1664?,1720,,,,,,,2,0.00021182,estc
"Howard, Leonard, 1699?-1767.",Howard,Leonard,, 1699?,1767,,,,,,,2,0.00021182,estc
"Atterbury, Lewis, 1656-1731.",Atterbury,Lewis,,1656,1731,,,,,,,2,0.00021182,estc
"Crusius, Lewis, 1701-1775.",Crusius,Lewis,,1701,1775,,,,,,,2,0.00021182,estc
"Milbourne, Luke, 1649-1720.",Milbourne,Luke,,1649,1720,,,,,,,2,0.00021182,estc
"Scrafton, Luke.",Scrafton,Luke,,,,,,,,,,2,0.00021182,estc
"Clare, M. d. 1751.",Clare,M,,,1751,,,,,,,2,0.00021182,estc
"Mallet du Pan, M. (Jacques), 1749-1800.",Mallet du Pan,M (Jacques),,1749,1800,,,,,,,2,0.00021182,estc
"La Motte, M. de 1672-1731.",La Motte,M de,,1672,1731,,,,,,,2,0.00021182,estc
"Justinus, Marcus Junianus.",Justinus,Marcus Junianus,,,,,,,,,,2,0.00021182,estc
"Rudd, Margaret Caroline, b. 1744 or 5.",Rudd,Margaret Caroline,,1744 or 5.,,,,,,,,2,0.00021182,estc
"Huber, Marie, 1695-1753.",Huber,Marie,,1695,1753,,,,,,,2,0.00021182,estc
"Folkes, Martin, 1690-1754.",Folkes,Martin,,1690,1754,,,,,,,2,0.00021182,estc
"Alcock, Mary Cumberland, d. 1798.",Alcock,Mary Cumberland,,,1798,,,,,,,2,0.00021182,estc
"Decker, Matthew, Sir, Bart., 1679-1749.",Decker,Matthew,,1679,1749,,,,,,,2,0.00021182,estc
"Stewart, Matthew, 1717-1785.",Stewart,Matthew,,1717,1785,,,,,,,2,0.00021182,estc
"Morgan, McNamara, d. 1762.",Morgan,McNamara,,,1762,,,,,,,2,0.00021182,estc
"Cervantes Saavedra, Miguel de, 1547-1616.",de Cervantes Saavedra,Miguel,,1547,1616,,,,,,,2,0.00021182,estc
"Bowdler, Miss 1743-1784.",Bowdler,Miss,,1743,1784,,,,,,,2,0.00021182,estc
"Elie de Beaumont, Mme. 1729-1783.",Elie de Beaumont,Mme,,1729,1783,,,,,,,2,0.00021182,estc
"Scarron, Monsieur, 1610-1660.",Scarron,Monsieur,,1610,1660,,,,,,,2,0.00021182,estc
"D'Alenzon, Monsr.",D'Alenzon,Monsr,,,,,,,,,,2,0.00021182,estc
"Iolo, Morganwg, 1747-1826.",Iolo,Morganwg,,1747,1826,,,,,,,2,0.00021182,estc
"Lowman, Moses, 1680-1752.",Lowman,Moses,,1680,1752,,,,,,,2,0.00021182,estc
"Concanen, Mr. 1701-1749.",Concanen,Mr,,1701,1749,,,,,,,2,0.00021182,estc
"Molloy, Mr. (Charles), d. 1767.",Molloy,Charles,,,1767,,,,,,,2,0.00021182,estc
"Manley, Mrs. 1663-1724.",Manley,,Mrs,1663,1724,,,,,,,2,0.00021182,estc
"McDermot, Murtagh, pseud.",McDermot,Murtagh,,,,,,,,,,2,0.00021182,estc
"Spinckes, Nathaniel, 1654-1727.",Spinckes,Nathaniel,,1654,1727,,,,,,,2,0.00021182,estc
"Pigott, Nathaniel, 1661-1737.",Pigott,Nathaniel,,1661,1737,,,,,,,2,0.00021182,estc
"Lancaster, Nathaniel, 1701-1775.",Lancaster,Nathaniel,,1701,1775,,,,,,,2,0.00021182,estc
"Kent, Nathaniel, 1737-1810.",Kent,Nathaniel,,1737,1810,,,,,,,2,0.00021182,estc
"Higgins, Nathaniel.",Higgins,Nathaniel,,,,,,,,,,2,0.00021182,estc
